number,prefix,specialPrefix,firstName,lastName,const_id,partyNumber,party
7,นาย,,ธนกิจ,สาโสภา,กรุงเทพมหานคร-17,30,แรงงานสร้างชาติ
8,นาย,,กรัณ,ดรัลพงศ์,กรุงเทพมหานคร-17,6,รวมไทยสร้างชาติ
9,นางสาว,,ณัฐิดา,เตาเฟ็ส,กรุงเทพมหานคร-17,49,ไทยก้าวใหม่
10,นาย,,วีรวุธ,รักเที่ยง,กรุงเทพมหานคร-17,46,ประชาชน
11,นาย,,ศิริศักดิ์,อัตดาวีย์,กรุงเทพมหานคร-17,43,พลังประชารัฐ
12,นาย,,นพดลชัย,ประภัสสิริ,กรุงเทพมหานคร-17,42,กล้าธรรม
13,นาย,,สุวโรจน์,กิจสมศักดิ์,กรุงเทพมหานคร-17,23,ปวงชนไทย
14,นาย,,ชัยพร,จิตรอารีย์เลิศ,กรุงเทพมหานคร-17,56,เพื่อบ้านเมือง
15,นางสาว,,บวรลักษณ์,จงจามรีสีทอง,กรุงเทพมหานคร-17,11,เศรษฐกิจ
1,นาย,,สุรชาติ,โต๊ะเฮ,กรุงเทพมหานคร-18,10,ทางเลือกใหม่
2,นาย,,เสน่ห์,ศิลปเจริญ,กรุงเทพมหานคร-18,17,ไทยชนะ
3,นางสาว,,พชรพรรณ,ตุ่มระสินปิน,กรุงเทพมหานคร-18,43,พลังประชารัฐ
4,นาย,,ศิริพงษ์,รัสมี,กรุงเทพมหานคร-18,9,เพื่อไทย
5,นาย,,รณชัย,สังฆมิตกล,กรุงเทพมหานคร-18,37,ภูมิใจไทย
6,นาย,,ธีระวิทย์,วงศ์เพชร,กรุงเทพมหานคร-18,49,ไทยก้าวใหม่
7,นาย,,เชิดพันธุ์,เตี่ยไพบูลย์,กรุงเทพมหานคร-18,27,ประชาธิปัตย์
8,นาย,,ฟาวาดคาน,เที่ยงธรรม,กรุงเทพมหานคร-18,35,รักชาติ
9,นาย,,ฮาซัน,วันนุ,กรุงเทพมหานคร-18,6,รวมไทยสร้างชาติ
10,นาย,,ธีรัจชัย,พันธุมาศ,กรุงเทพมหานคร-18,46,ประชาชน
11,นางสาว,,ณัฐกัญญ์ภา,อภิญญ์มณีณัฐ,กรุงเทพมหานคร-18,48,ไทยสร้างไทย
12,นางสาว,,พวงประกา,ชมภูทอง,กรุงเทพมหานคร-18,51,พร้อม
13,นาย,,วิญญู,อำนวยสมบัติ,กรุงเทพมหานคร-18,42,กล้าธรรม
14,นาย,,ณรงค์ชัย,อิสริยไชย,กรุงเทพมหานคร-18,23,ปวงชนไทย
15,นาย,,จำรัส,การะเกตุ,กรุงเทพมหานคร-18,30,แรงงานสร้างชาติ
16,นาย,,กิตติศักดิ์,อัศวสุขี,กรุงเทพมหานคร-18,7,พลวัต
17,นางสาว,,สมพิศ,ภูมิงาม,กรุงเทพมหานคร-18,56,เพื่อบ้านเมือง
18,นางสาว,,วรัญญา,แอนดาริส,กรุงเทพมหานคร-18,44,โอกาสใหม่
1,นางสาว,,ขวัญจิรา,มีนชัยนันท์,กรุงเทพมหานคร-19,9,เพื่อไทย
2,นาย,,วรวิทย์,พงษ์ประเทศ,กรุงเทพมหานคร-19,48,ไทยสร้างไทย
3,นาย,,สมัย,ภูมรินทร,กรุงเทพมหานคร-19,49,ไทยก้าวใหม่
4,นาย,,จิรัฏฐ์,เชาว์อริยรัฐ,กรุงเทพมหานคร-19,42,กล้าธรรม
5,นาย,,ภูเบศ,โพธิ์โซ๊ะ,กรุงเทพมหานคร-19,6,รวมไทยสร้างชาติ
6,นาย,,กันต์พงษ์,ประยูรศักดิ์,กรุงเทพมหานคร-19,46,ประชาชน
7,นาย,,ศรศักดิ์,สวนแก้ว,กรุงเทพมหานคร-19,23,ปวงชนไทย
8,นาย,,ปิยะชาติ,อำนวยเวช,กรุงเทพมหานคร-19,44,โอกาสใหม่
9,นางสาว,,กาญจนา,ภวัครานนท์,กรุงเทพมหานคร-19,37,ภูมิใจไทย
10,นาย,,นิยม,ทรัพย์สิรินาวิน,กรุงเทพมหานคร-19,11,เศรษฐกิจ
11,นางสาว,,กานต์,วนาดรวรวิศาล,กรุงเทพมหานคร-19,27,ประชาธิปัตย์
12,นางสาว,,สุธิดารา,สาสาย,กรุงเทพมหานคร-19,35,รักชาติ
13,นาย,,เอนก,มนัสซง,กรุงเทพมหานคร-19,7,พลวัต
14,นาย,,บวรวิช,รักไทย,กรุงเทพมหานคร-19,10,ทางเลือกใหม่
1,นาย,,พงศ์ปณตพล,รักสกุลกานต์,กรุงเทพมหานคร-20,49,ไทยก้าวใหม่
2,นาย,,ธนะสิทธิ์,เมธพันธ์เมือง,กรุงเทพมหานคร-20,37,ภูมิใจไทย
3,นาย,,วันชัย,รัตนขจรไชย,กรุงเทพมหานคร-20,43,พลังประชารัฐ
4,นาง,,เขมจิรา,พชรจรวยพร,กรุงเทพมหานคร-20,23,ปวงชนไทย
5,นาย,,วรชัย,สมบัติเจริญกิจ,กรุงเทพมหานคร-20,7,พลวัต
6,ว่าที่ร้อยตรีหญิง,,นุชนาฏ,หุ่นอยู่,กรุงเทพมหานคร-20,48,ไทยสร้างไทย
7,นาย,,ชุมพล,หลักคำ,กรุงเทพมหานคร-20,46,ประชาชน
8,นาย,,พิชชา,ขำสุวรรณ,กรุงเทพมหานคร-20,51,พร้อม
9,นาย,,หวังจันทร์,ยิ้มวิไล,กรุงเทพมหานคร-20,44,โอกาสใหม่
10,นาย,,ปิยะพล,เหมันต์,กรุงเทพมหานคร-20,42,กล้าธรรม
11,นางสาว,,ธีรรัตน์,สำเร็จวาณิชย์,กรุงเทพมหานคร-20,9,เพื่อไทย
12,นาย,,วีรภัทร์,พันธุ์หาญ,กรุงเทพมหานคร-20,6,รวมไทยสร้างชาติ
13,นาย,,รัฐศักดิ์,สุขยิ่ง,กรุงเทพมหานคร-20,27,ประชาธิปัตย์
14,นาย,,จตุพล,ยอดวงค์พะเนา,กรุงเทพมหานคร-20,11,เศรษฐกิจ
1,นาย,,สุรเชษฐ์,สีงาม,กรุงเทพมหานคร-21,11,เศรษฐกิจ
2,นาย,,วรวุธ,ลีลานภาศักดิ์,กรุงเทพมหานคร-21,44,โอกาสใหม่
3,นาย,,เตวิช,เฉลิมรักษ์,กรุงเทพมหานคร-21,49,ไทยก้าวใหม่
4,นาย,,ทวนชัย,นิยมชาติ,กรุงเทพมหานคร-21,37,ภูมิใจไทย
5,นาย,,ณัทพัช,อัคฮาด,กรุงเทพมหานคร-21,7,พลวัต
